Screen position for video for 15 participants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1V1 - X, P1V1 - Y,P1V2 - X, P1V2 - Y,P2V1 - X, P2V1 - Y,P2V2 - X, P2V2 - Y,P3V1 - X, P3V1 - Y,P3V2 - X, P3V2 - Y,P4V1 - X, P4V1 - Y,P4V2 - X, P4V2 - Y,P5V1 - X, P5V1 - Y,P5V2 - X, P5V2 - Y,P6V1 - X, P6V1 - Y,P6V2 - X, P6V2 - Y,P7V1 - X, P7V1 - Y,P7V2 - X, P7V2 - Y,P8V1 - X, P8V1 - Y,P8V2 - X, P8V2 - Y,P9V1 - X, P9V1 - Y,P9V2 - X, P9V2 - Y,P10V1 - X, P10V1 - Y,P10V2 - X, P10V2 - Y,P11V1 - X, P11V1 - Y,P11V2 - X, P11V2 - Y,P12V1 - X, P12V1 - Y,P12V2 - X, P12V2 - Y,P13V1 - X, P13V1 - Y,P13V2 - X, P13V2 - Y,P14V1 - X, P14V1 - Y,P14V2 - X, P14V2 - Y,P15V1 - X, P15V1 - Y,P15V2 - X, P15V2 - Y
176.7317,133.7391,202.0747,0.5,242.0497,30.73907,164.0466,180.8775,211.1278,169.3547,153.7743,196.269,218.4464,29.99609,175.4059,65.8511,203.1714,102.7794,251.3753,116.5038,181.9299,122.764,179.4756,145.2282,188.5817,67.94043,197.2318,73.47809,231.5723,124.4012,203.4463,74.54465,223.82,157.2013,214.7484,44.37598,247.5489,113.3304,180.9363,99.84937,204.0059,73.05005,165.3393,185.5632,181.5903,73.84064,160.8634,187.621,226.5989,155.6266,183.196,46.42828,221.7624,76.22919,190.8648,225.2748,180.3044,0.5,248.0124,91.8004
171.7522,136.0414,206.4905,0.5,239.6233,31.24106,165.3721,182.0605,211.1278,169.3547,153.7743,196.269,213.5956,35.55148,173.8321,66.25266,204.1615,101.5753,251.4737,111.2868,181.9392,121.4841,179.4756,145.2282,184.9308,69.19931,193.9149,73.9516,224.8382,116.5356,196.1613,77.9744,221.4377,157.4623,211.0165,44.34995,246.4326,112.1943,177.5181,100.1845,174.9834,70.93129,183.228,166.6556,173.1433,72.61441,158.0287,187.8976,219.4137,143.0402,180.7054,45.41214,213.9533,82.35919,181.1019,220.7731,180.3044,0.5,241.5896,36.83896
171.7522,136.0414,203.9226,0.5,236.3571,32.90009,164.9038,186.9286,208.2231,172.2037,150.8918,201.3113,210.0982,31.29117,171.7119,66.41965,198.8717,105.4697,245.5419,111.6518,181.3194,120.7323,180.2054,145.9705,182.0048,69.34561,193.8108,72.4863,215.6663,95.9157,194.0022,80.64609,220.2465,157.5928,207.716,44.04877,247.4477,111.6109,170.9556,103.0165,171.0151,68.82141,211.3971,123.9604,171.2291,43.50684,162.0485,186.3682,214.2832,136.1627,181.6133,46.59387,215.6922,78.69444,172.5335,225.4658,210.0889,0.5,241.2307,18.03668
169.8959,155.1766,224.03,0.5,224.1661,25.41855,164.4738,191.7994,208.2231,172.2037,151.2235,206.1325,210.0982,31.29117,167.4716,66.75378,193.1076,105.8862,243.4342,114.3561,176.2774,122.0794,177.3215,144.4566,179.1519,70.95494,194.1235,76.88249,215.4392,81.19209,198.1967,75.92267,220.2465,157.5928,207.716,44.04877,255.9442,109.3856,170.7911,101.3237,169.2727,69.90726,223.2285,101.4297,168.5584,15.83456,166.7177,184.959,214.4308,137.6267,174.5133,47.66986,215.6922,78.69444,129.8384,225.2408,244.783,0.5,239.8877,18.06232
163.0415,155.7478,263.7116,0.5,205.1842,17.63568,163.6241,187.151,208.2231,172.2037,151.2235,206.1325,207.61,39.97739,165.1008,63.74051,186.8766,103.5354,242.4708,117.3215,171.024,123.2264,177.3215,144.4566,179.8409,69.85205,195.4122,80.54878,215.4392,81.19209,192.9982,75.16711,220.2465,157.5928,207.716,44.04877,272.8001,65.65115,179.3886,120.8407,167.0461,72.62485,222.4399,102.4149,168.529,13.14093,168.9406,185.3345,206.815,135.4367,169.1171,49.50027,150.9722,81.07158,137.17,225.1263,247.3502,0.5,238.6215,22.11694
162.9849,146.1521,280.1119,0.5,194.565,16.67163,160.8648,187.2159,199.9112,171.4977,150.8918,201.3113,203.5106,41.67587,164.6706,64.56741,183.5076,109.135,242.4708,117.3215,171.6811,123.9695,177.2679,148.8017,180.5352,68.7399,194.683,79.56543,209.5827,81.43611,190.2799,79.82268,220.2465,157.5928,203.8528,46.60077,0.5,229.45,194.6747,195.464,167.0461,72.62485,222.4399,102.4149,165.1901,12.78793,171.7796,185.0807,191.4357,129.5927,165.9516,49.83115,152.8789,84.65128,137.6848,223.9955,247.7695,0.5,238.6984,26.14606
164.491,153.9377,282.2686,0.5,192.0541,16.03931,158.6354,186.5052,198.4073,172.8319,146.706,196.0881,200.2114,36.76251,160.6098,60.89435,181.9671,118.0885,240.3629,113.9233,172.3337,124.7072,175.0897,149.4901,173.9646,70.14719,181.951,72.30664,203.4071,83.33,191.0297,80.82236,220.2465,157.5928,198.125,47.2814,0.5,286,201.5379,246.0265,161.8565,70.64365,219.0168,101.8713,161.2144,8.667725,173.8439,184.3191,183.0676,128.1935,164.7126,49.4455,219.7347,73.85599,167.2442,245.6876,245.2116,0.5,233.9855,26.4917
163.4888,162.7349,276.8976,0.5,189.4112,16.13867,161.9314,185.6903,174.2435,191.2744,143.4939,196.3238,198.0082,36.85233,167.0638,68.85745,175.3509,131.1981,240.3629,113.9233,167.2232,125.9455,172.2648,145.098,140.249,73.31279,151.6759,55.83487,204.3877,82.66754,188.0571,80.99879,220.2465,157.5928,198.125,47.2814,350,286,202.9499,246.4744,156.1308,70.30461,219.0168,101.8713,159.3723,7.392212,169.0653,185.5,175.7533,128.9619,162.0097,54.53894,214.3885,77.62268,141.2939,254.3951,234.9804,0.7305298,228.6043,25.27621
166.7741,171.9906,270.6042,0.5,187.956,16.8952,160.0023,190.3945,142.3223,210.1281,146.706,196.0881,195.8293,33.02075,179.023,103.3246,163.7991,170.9021,242.4708,117.3215,160.8468,125.8992,163.5044,149.2995,112.3361,74.71431,128.7,44.06848,200.3591,80.54794,188.0571,80.99879,217.8642,157.8539,212.382,79.27722,350,286,205.3145,253.112,158.5656,73.12706,223.2285,101.4297,153.9789,6.907715,164.9061,186.0871,170.7459,130.311,158.8272,54.8587,214.3885,77.62268,132.3955,244.2172,160.6125,128.3341,228.1025,24.13879
169.4698,172.5381,265.0854,0.5,181.6276,19.41751,157.2529,190.4374,134.1365,214.9473,145.4536,201.024,194.5685,33.68222,184.8702,123.0291,162.9927,196.5107,242.5863,116.807,160.8375,127.1746,157.6401,153.5487,114.1984,74.14816,125.0209,41.07706,200.1461,80.17186,229.409,74.07114,218.3828,158.3721,244.4461,128.5475,287.357,0.5,206.2706,252.6598,156.0831,73.36574,220.4207,101.724,157.5542,14.62158,160.5202,186.3022,169.9019,129.5765,158.3476,50.08487,184.6971,88.68463,123.2298,244.3127,159.3145,132.2114,227.2209,44.3118
160.893,163.7436,261.5612,0.5,181.6276,19.41751,160.0023,190.3945,128.8387,214.7899,142.746,200.2572,190.516,37.66769,185.4206,123.6032,168.0993,194.6313,243.7646,117.9358,156.3033,126.4176,153.2242,157.8217,115.2005,73.09764,127.2277,44.16748,201.4085,85.34274,267.8762,68.80606,220.2465,157.5928,261.555,143.697,283.4569,0.5,204.0589,247.7001,151.9135,74.66165,216.5032,104.9735,153.5877,23.72556,156.7411,185.8549,170.17,131.0781,193.4164,74.61604,193.1905,99.94231,132.0436,249.0397,229.6563,5.287659,221.86,103.549
167.8199,163.195,262.6942,0.5,180.9915,20.5994,157.2529,190.4374,127.9112,214.4057,142.9499,194.4344,180.9866,79.47701,182.7352,124.3131,167.5461,197.4549,243.7646,117.9358,151.1743,127.6603,153.1526,162.166,109.3979,74.86188,125.4951,44.806,200.6252,86.37805,267.8762,68.80606,217.8642,157.8539,261.1866,147.8285,280.3824,0.5,198.4766,249.59,149.4398,74.89848,213.6954,105.2678,153.4775,24.34537,155.8908,185.3562,166.3984,130.6384,234.91,102.4045,193.1905,99.94231,141.208,248.8965,225.5535,0.5,220.066,142.5519
226.4237,155.0679,257.7521,0.5,151.7714,111.215,152.5336,187.1702,126.9761,214.0188,144.2516,199.775,164.9199,144.1124,183.8865,124.1674,162.2758,199.0271,244.9052,116.7562,149.1481,128.2055,153.2242,157.8217,106.4597,75.00929,111.6636,43.90601,200.6252,86.37805,264.9037,68.98233,218.1252,160.2362,261.966,147.1448,269.081,13.29834,174.3668,252.6971,171.8675,70.89793,216.4204,103.9077,152.4144,25.28998,155.3158,185.9828,160.6897,132.6931,240.7919,107.607,207.1449,148.5722,141.2939,254.3951,225.5535,0.5,224.156,145.1453
270.4881,139.3797,252.8279,0.5,143.9947,187.5097,152.0089,187.9666,126.9761,214.0188,156.1241,198.4324,157.0824,169.8305,182.5825,123.1632,152.3205,205.711,179.0118,130.1277,149.1575,126.9209,151.8474,153.4532,106.4597,75.00929,100.3589,44.91116,195.1277,93.93198,259.0466,70.82133,263.3572,176.9779,260.3702,140.9552,263.8268,11.85614,159.0588,254.1906,202.1273,70.19421,213.6954,105.2678,151.4601,90.27638,155.3158,185.9828,157.7615,132.9883,237.6265,107.9379,217.8618,185.3112,137.3048,255.5344,224.7779,0.5,224.9936,144.4321
273.3677,148.7431,252.8279,0.5,145.1033,195.9612,152.0089,187.9666,124.1507,214.2125,166.5202,193.7773,157.8482,173.5882,182.5825,123.1632,141.2213,214.5194,42.39479,153.9022,149.1575,126.9209,151.8474,153.4532,106.0746,76.07542,93.08604,46.84857,183.6064,129.5117,259.0466,70.82133,324.7717,194.2597,259.9619,137.5186,258.8775,12.5856,158.3735,243.0044,202.7655,73.17368,212.2915,105.415,160.2367,177.8233,155.8908,185.3562,157.7615,132.9883,231.4611,110.1824,217.1457,184.6032,136.9558,256.6587,220.8379,0.5,223.6457,144.4631
268.223,139.1635,251.2266,0.5,145.903,196.4209,152.4263,181.6723,124.5412,213.2635,167.5844,194.5557,155.0139,173.2252,180.7033,124.3988,144.3222,215.4525,0.5,190.1367,159.4437,125.7112,151.1263,154.2732,99.67361,77.88387,87.28634,48.69305,180.6974,161.7773,259.0466,70.82133,344.3505,197.003,260.3702,140.9552,250.1788,11.37177,156.5737,238.5516,201.2437,74.03706,211.6339,104.5901,169.6233,204.4189,156.7411,185.8549,158.6516,133.7075,231.4611,110.1824,166.4688,189.5382,120.517,255.0904,220.3202,0.5,220.1275,145.2375
263.9213,122.4741,243.3137,0.5,145.754,192.4566,147.4799,180.9651,124.5412,213.2635,167.5844,194.5557,155.4695,172.5865,201.9436,137.7874,145.032,214.8416,0.5,246.2186,197.2891,122.8758,148.3011,148.4441,93.79977,78.20334,88.383,47.51105,177.9818,166.283,254.5878,71.08589,346.9261,194.297,260.7784,144.3919,248.7626,16.63165,153.6582,244.0139,200.4084,74.66122,205.8477,103.7742,169.008,203.0446,175.0904,165.6011,152.8192,134.2933,231.4611,110.1824,174.7522,193.6371,111.7738,255.799,219.9682,12.68726,217.4419,145.299
263.9213,122.4741,240.706,0.5,145.754,192.4566,144.1793,181.8334,124.0538,212.7997,167.5844,194.5557,156.4471,169.2394,225.5377,154.2048,140.703,215.639,0.5,278.6117,224.6392,122.5355,145.4581,144.0632,97.71884,76.92107,88.7436,54.1813,177.9211,166.3554,234.0568,102.1344,348.119,194.1744,232.6842,152.3766,244.0086,23.81314,144.7779,241.4335,200.6556,77.14198,200.2097,104.3676,169.008,203.0446,195.6308,147.0878,149.903,134.5861,231.1425,112.4439,259.3988,186.0513,123.3062,251.6452,216.5035,25.58804,220.1275,145.2375
258.726,122.8855,232.2827,0.5,146.2795,191.9319,143.6347,182.6629,123.5939,213.2868,162.0763,195.5595,154.2433,169.3223,225.7691,157.388,140.703,215.639,0.5,278.9422,225.3823,122.0775,144.6656,149.2575,100.657,76.77351,85.41016,53.2699,181.7119,169.7828,203.7232,156.9952,346.9261,194.297,172.0497,170.0362,242.9145,25.35251,141.3597,241.7686,202.1432,79.49913,197.3907,104.6643,170.7749,204.0153,196.1709,144.9592,149.903,134.5861,246.8636,119.7721,217.9543,188.9191,110.3406,238.947,212.8285,24.92563,220.1275,145.2375
252.9428,125.3329,173.261,0.5,142.824,192.5965,140.9828,186.85,123.1373,213.7697,155.2707,194.5513,154.3613,184.2861,226.189,157.8677,141.918,213.908,0.5,278.9422,224.6485,121.2601,144.7515,153.457,140.6293,69.27295,78.44749,49.25021,178.8562,171.3618,196.7608,177.4316,346.9261,194.297,139.3733,178.5654,240.4249,32.08444,141.8336,242.4113,197.1818,79.99347,198.105,105.4829,165.5066,201.4683,196.1709,144.9592,142.6125,135.3181,258.2735,121.7794,218.6811,190.0155,65.9165,240.9063,210.9161,16.70004,217.4419,145.299
252.9428,125.3329,119.8936,0.5,140.9876,193.1611,141.1761,195.0955,130.4028,196.3796,154.2063,193.7115,157.0134,195.2126,226.189,157.8677,142.6217,213.2899,0.5,278.4388,222.0979,121.2417,144.8048,149.1298,205.163,67.72754,75.50122,49.43579,174.3005,167.1691,196.7608,177.4316,346.9261,194.297,135.6644,176.6827,231.9377,43.1658,148.6986,246.2256,190.7327,78.13068,198.105,105.4829,154.9956,192.3637,192.6038,144.5378,141.9135,136.2726,258.2735,121.7794,262.7208,182.2195,71.05859,241.2685,206.5522,2.728058,217.4419,145.299
249.5129,125.602,118.2119,0.5,142.0107,192.118,142.1101,189.2991,165.452,132.0443,154.2063,193.7115,154.4277,195.9413,225.9589,154.6941,142.6217,213.2899,0.5,278.4388,216.9874,122.48,144.8048,149.1298,224.4128,69.62607,133.2934,56.7012,172.0646,166.5994,189.9999,178.6324,342.1545,194.7872,134.5189,176.8187,231.9377,43.1658,217.0133,267.4243,188.8745,72.05249,198.105,105.4829,148.2673,188.2319,186.2076,145.799,138.3846,137.2156,258.2735,121.7794,286.1887,188.267,83.68063,231.9532,203.4525,23.39597,220.1275,145.2375
282.2499,155.8738,113.4152,0.5,140.6899,193.1952,141.9813,181.0511,201.7237,79.49588,177.438,188.182,149.8774,192.8306,225.5377,154.2048,142.4501,209.6313,0.5,278.9422,216.9783,123.7552,141.1514,154.2819,223.1885,71.68642,196.2183,64.01251,163.6459,175.7501,186.2861,178.2098,339.8913,196.2252,132.2278,177.091,224.906,46.3855,276.3369,277.0903,191.3141,74.99112,198.105,105.4829,145.9886,189.8962,184.1129,146.6897,134.5073,140.4129,251.9427,122.4411,313.5272,193.0058,54.61969,239.7002,197.5058,36.45966,261.3907,171.7525
326.2376,203.5318,110.0132,0.5,141.5033,193.671,141.9813,181.0511,198.0258,86.80212,204.4265,181.481,146.5733,192.9756,225.7691,157.388,141.7482,210.2682,0.5,279.2726,217.7172,123.2696,135.4167,149.9071,220.3356,73.29575,205.057,63.45538,156.9169,184.7715,173.7247,181.0204,339.8913,196.2252,129.5284,173.9265,215.1262,49.30118,276.3369,277.0903,189.3688,77.01401,195.2972,105.7773,139.2418,191.1365,184.9124,147.3637,133.8309,141.3918,246.0623,123.246,312.0832,199.1414,47.87089,249.1658,191.1999,7.835571,300.6447,199.8211
335.4116,216.7685,110.0132,0.5,141.384,189.7046,138.762,186.0642,195.1137,92.01132,207.9723,186.081,146.7184,196.2796,225.7691,157.388,141.918,213.908,0.5,279.2726,213.1523,123.7275,136.2035,144.6962,217.3365,71.97899,202.2965,66.58734,155.8902,181.0782,150.6946,184.6722,339.8913,196.2252,128.3277,170.0686,216.0914,47.88684,276.3369,277.0903,185.3466,78.06987,195.2972,105.7773,137.1507,188.3345,183.9698,145.3089,133.8309,141.3918,245.6119,123.103,307.4652,206.2456,82.55782,252.4541,186.8864,0.5,303.3304,199.7596
275.7101,141.1822,112.5473,0.5,141.384,189.7046,136.0936,190.2413,192.3107,92.20181,207.9723,186.081,147.5399,195.1878,225.9589,154.6941,141.2213,214.5194,0.5,251.8997,213.1432,125.0029,134.637,154.7753,217.3365,71.97899,198.5062,70.43442,155.7087,176.7041,138.2049,186.2782,339.8913,196.2252,127.9745,170.626,217.4157,47.14301,276.5402,276.6963,182.3094,79.24075,194.5718,104.9611,135.4011,189.7522,185.3198,143.7519,171.1949,141.2848,248.7773,122.7722,306.8101,204.692,82.55782,252.4541,187.495,8.562256,303.3304,199.7596
159.4715,0.5,107.0806,0.5,138.859,193.7505,131.3631,187.0755,194.2454,85.80232,205.1474,182.3666,147.5399,195.1878,224.2451,151.0989,140.7924,213.3756,151.1316,209.5225,213.1432,125.0029,155.221,174.6036,224.2089,73.51567,196.7369,66.11636,155.1268,177.5503,135.2197,186.4561,339.8913,196.2252,124.88,170.4796,217.3231,45.42258,273.1352,277.0119,179.0296,80.17256,191.0195,103.2531,136.6061,190.6543,186.0662,144.4297,219.1481,141.7996,279.9035,136.7846,308.9929,203.7811,182.669,233.1783,190.3419,16.16629,303.4226,203.788
112.8299,0.5,105.3328,0.5,154.9629,201.206,128.518,183.0171,194.3513,80.79912,202.2412,187.3974,145.0934,199.2632,224.2451,151.0989,138.2782,214.0777,225.8108,197.2136,208.0327,126.2412,199.5472,221.5047,237.5047,74.32091,198.9788,60.88058,155.8902,181.0782,136.092,191.4715,337.6036,196.9032,126.0918,174.3348,207.3925,46.673,272.7691,275.7213,174.0854,80.66353,187.2277,102.8839,139.3499,190.2841,187.3123,141.4496,225.1257,142.6971,308.9704,162.8792,307.4283,204.4412,250.362,202.1148,189.8268,2.053772,303.3304,199.7596
112.8299,0.5,102.9052,0.5,184.4868,214.8745,128.6146,187.1399,203.6124,78.16278,201.9313,182.5732,139.6181,200.6111,224.9011,154.7708,135.7897,214.7714,221.4678,196.4852,202.9408,124.9289,222.2915,256.5509,244.2681,71.4424,196.0326,61.06628,156.1407,185.6842,134.3496,196.993,335.2258,197.1467,149.5697,195.9414,155.571,52.20322,269.3674,276.0532,173.3679,79.86098,188.0554,102.1279,138.8846,190.8841,186.4928,140.7609,225.1257,142.6971,311.5457,172.21,292.0021,202.6327,250.3059,196.6721,241.1733,36.1506,303.3304,199.7596
109.3692,0.5,99.2638,0.5,195.3023,222.489,129.1407,186.2521,214.8305,77.44484,202.2665,173.5562,140.44,201.4504,221.602,158.7577,132.1686,214.9393,223.2994,196.7815,202.9408,124.9289,222.363,250.7576,245.3835,72.41194,189.4741,68.08362,169.1339,183.4498,134.0828,192.5153,332.848,197.3901,175.5908,214.5537,109.1178,54.70804,217.2368,266.739,174.3308,83.13556,189.0883,105.7663,136.967,186.9679,187.2354,141.4513,229.5036,142.2758,311.645,168.0916,289.8458,202.048,249.7657,196.0063,293.4881,71.27866,297.8977,197.197
111.205,0.5,102.45,0.5,191.2565,219.9641,129.6093,181.2444,214.8305,77.44484,205.8124,178.1563,140.5651,204.7664,219.2485,155.7289,132.1686,214.9393,223.2994,196.7815,202.9315,126.2042,224.7889,246.112,241.2432,70.11591,190.1524,85.10071,235.701,194.8085,134.3454,187.4152,331.1327,199.893,179.6488,214.4402,109.1178,54.70804,164.3274,255.3937,173.888,82.5435,189.23,107.1714,136.5142,187.5768,185.0617,140.8899,227.4592,146.1716,311.645,168.0916,298.9116,199.9893,249.7657,196.0063,292.7908,59.51889,297.8977,197.197
106.7814,0.5,181.0432,63.76724,190.7437,216.6205,129.5911,186.0215,211.0742,78.25388,201.3229,183.3091,138.0624,197.1124,219.2485,155.7289,132.6945,213.778,224.0611,197.8593,202.9315,126.2042,228.2816,240.6907,235.4595,70.98508,198.657,149.6403,292.9009,204.6008,133.8161,188.0376,330.7794,196.3239,177.4784,210.8321,104.2347,60.14783,159.2248,255.8915,173.888,82.5435,186.1366,104.6445,136.5142,187.5768,179.5959,144.268,225.8278,149.9936,308.1429,165.2289,303.2436,201.4418,240.6096,192.4535,290.1458,49.04578,297.9591,199.8826
101.5863,0.5,255.9948,127.1879,188.835,212.01,130.4806,186.5504,204.8099,77.68562,194.8946,183.7515,138.0269,189.612,218.6304,156.2889,132.1686,214.9393,233.1962,224.2245,208.0234,127.5164,233.8026,231.1105,232.6555,74.05972,206.3259,200.9217,287.2029,202.4681,125.8595,189.0952,329.9832,192.878,178.0949,211.1397,99.2638,56.48453,159.2248,255.8915,171.4143,82.78032,182.2046,107.8796,133.7914,187.9413,176.3454,148.1761,220.6301,149.5759,305.4399,170.3223,303.2436,201.4418,239.9256,193.0478,290.3318,55.44034,293.9307,199.9749
96.38328,0.5,263.2775,126.5811,186.8925,206.8622,130.578,190.6893,205.8327,71.96126,194.8946,183.7515,137.214,196.2893,217.9559,152.6229,131.6549,216.1054,211.1889,286,230.794,153.1888,244.4693,221.4895,232.5406,73.51259,210.8214,207.932,284.2888,202.6132,124.7258,195.1285,330.1908,190.3753,178.0949,211.1397,100.6082,56.8924,157.7465,250.515,168.9406,83.01729,179.6777,110.973,131.701,182.6778,175.3029,144.655,216.7377,147.5923,307.7709,168.6884,296.185,198.6019,234.4555,193.1328,290.0736,54.45953,293.9307,199.9749
96.38328,0.5,264.4172,127.8568,193.6224,210.6298,130.578,190.6893,187.411,61.55908,194.8946,183.7515,137.9105,203.3299,219.2485,155.7289,131.6549,216.1054,0.5,286,252.1412,199.2565,241.6386,214.7815,233.4405,70.00595,209.9222,211.048,284.5065,206.9841,124.7258,195.1285,328.1856,187.0552,178.0949,211.1397,95.81779,64.05264,157.9141,252.2241,166.4667,83.25412,179.6777,110.973,133.8771,178.2291,177.4932,145.178,217.421,146.9525,304.2575,165.8429,296.1103,194.9745,234.4555,193.1328,287.5066,54.53442,295.2735,199.9441
96.38328,0.5,264.5595,129.679,350,65.81378,127.7213,186.6154,164.6881,54.00247,194.5629,178.9302,135.9352,199.4065,219.48,158.912,128.2222,219.9112,350,286,257.187,206.9452,238.2744,214.2792,229.0129,70.21054,213.4836,211.3065,286.4493,201.4333,122.3706,190.2805,330.1908,190.3753,178.5033,214.5763,95.81779,64.05264,162.4429,268.3833,163.0837,83.00406,178.8948,110.1807,350,15.56464,180.7575,149.1981,217.5674,148.4106,298.8842,173.5337,296.1103,194.9745,234.4555,193.1328,286.4103,60.98984,291.3374,204.0648
184.2662,74.2684,264.5595,129.679,350,0.5,125.0595,190.8192,167.5668,45.63263,204.537,183.0881,133.5993,196.1739,219.48,158.912,125.0944,218.8964,281.6631,180.4798,263.2405,206.5554,237.7602,214.2584,229.0129,70.21054,209.3816,210.2075,286.2662,197.041,129.7982,189.8084,327.8112,190.6108,216.8734,234.4136,95.81779,64.05264,146.9867,253.6513,163.993,83.49094,175.1358,109.8571,350,0.5,181.9301,154.1559,218.3926,147.5801,296.9706,170.5338,279.8248,197.1247,234.4555,193.1328,283.6558,54.64694,287.5396,203.2776
283.1557,206.9274,264.5595,129.679,350,249.5476,123.2143,191.3915,168.1576,37.77838,241.7724,207.9755,133.5993,196.1739,219.48,158.912,95.23923,240.2402,264.8049,174.7861,262.2881,206.9822,236.312,214.2346,244.2101,69.10962,216.4178,211.1223,285.8759,200.2713,167.0055,165.0706,313.417,190.8341,257.1263,250.5419,116.3979,40.18832,123.9305,235.4513,163.993,83.49094,172.3168,110.154,350,0.5,177.3905,151.6788,219.0255,148.2641,299.3212,164.7539,270.8312,200.939,235.0821,187.0393,281.8513,61.06671,287.2166,200.1286
304.5555,218.151,263.5811,130.2225,350,0.5,123.2143,191.3915,159.6385,46.55148,268.5661,223.1401,133.2191,196.8802,219.2485,155.7289,57.50729,286,264.4279,178.9079,263.2684,202.7156,233.4536,213.6951,254.8235,66.76123,225.404,213.5039,260.8607,198.4845,210.2494,141.4407,232.0998,187.2825,259.4174,250.2697,145.3105,16.11081,116.595,235.5691,163.2065,84.24014,172.0201,107.3349,350,2.603455,176.0932,153.232,216.9317,149.3769,302.6396,163.5411,278.0859,200.7895,240.6096,192.4535,280.6214,73.64282,287.2166,200.1286
310.9086,216.5461,264.0177,128.6922,350,75.0145,123.3109,195.5142,159.6385,46.55148,269.5156,219.3681,131.1445,200.2858,216.8949,152.7001,45.6511,286,266.929,185.9206,263.2964,198.8758,233.4536,213.6951,253.7654,67.22418,225.404,213.5039,225.9931,193.6857,216.1915,141.0631,157.1588,177.6293,259.4174,250.2697,154.3992,12.39328,114.3795,236.2276,158.2623,84.73111,170.8994,103.7017,227.5694,215.5773,175.9439,159.706,216.2557,150.0152,299.9704,168.6202,279.8248,197.1247,231.5481,198.0189,283.1794,73.56834,284.4696,197.5045
307.4479,216.8373,264.5595,129.679,202.9143,241.0312,120.5624,195.5786,157.8092,44.48624,270.0878,220.5593,131.5138,199.5734,214.0203,157.1758,45.75747,286,266.929,185.9206,262.0444,195.0267,233.9227,213.2118,254.8235,66.76123,223.1276,216.6784,218.7335,195.4548,217.1475,141.7119,157.1588,177.6293,258.8074,247.7597,147.8993,23.7598,111.4756,241.6621,153.3181,85.22192,171.7233,104.5159,221.1684,192.3479,175.9439,159.706,219.1719,149.7223,296.9706,170.5338,279.8248,197.1247,228.5537,198.7108,123.6308,265.0898,280.729,198.0794
307.4479,216.8373,260.2106,127.1484,223.8781,218.146,120.3691,187.3331,152.9168,51.23267,271.5105,223.2182,131.3887,196.2573,216.8216,160.6738,53.25159,286,262.9827,182.6782,262.3898,192.9539,231.5359,211.7597,256.4883,71.08492,223.4245,221.0954,218.7335,195.4548,217.1475,141.7119,155.7208,175.366,255.3002,244.9503,137.9555,31.11319,115.1812,240.1393,190.0049,115.2815,170.0266,108.4266,217.2841,188.1501,350,286,219.9907,150.5553,293.8052,170.8647,277.4029,199.3801,228.5537,198.7108,122.787,264.8913,280.9267,197.3096
306.375,212.5931,268.7646,136.9856,218.5909,218.325,120.3691,187.3331,152.9168,51.23267,271.3574,222.4623,129.1779,196.3408,215.5033,155.352,350,286,258.1099,180.8506,265.3852,196.4834,232.5654,205.4812,256.5553,72.54852,223.8303,220.5244,215.8053,195.5769,210.3438,142.9263,151.0759,170.3498,251.4553,241.922,137.9208,25.29691,114.8773,241.3302,227.428,152.7571,167.5131,111.5289,216.6243,193.4986,350,286,219.9907,150.5553,296.2152,178.6127,277.4029,199.3801,227.9008,198.0567,122.9369,270.0256,279.5325,194.6492
298.9772,206.2714,284.8754,152.3026,215.992,219.7362,120.5624,195.5786,147.3107,51.61383,269.5156,219.3681,128.7537,195.9558,212.6507,153.0087,350,286,258.9923,185.125,262.3343,200.6057,233.0965,203.5367,250.9125,68.83353,223.8303,220.5244,215.6222,191.1845,205.2251,144.1159,150.3365,169.8917,253.4742,239.3587,135.9971,33.69547,133.5871,239.5049,228.5875,158.441,167.8075,114.3367,217.4819,191.9827,0.5,286,219.9907,150.5553,297.0124,179.8737,279.1226,195.7069,215.1242,194.1179,293.84,95.45908,278.2406,197.3609
293.8324,206.6749,289.0194,157.5115,215.992,219.7362,120.659,199.7014,143.0108,50.49826,270.0878,220.5593,123.3639,199.4969,210.6057,154.2241,309.8004,257.7268,260.0732,194.7036,257.6785,201.501,230.5908,209.7947,252.0304,69.82251,183.8575,196.4218,212.694,191.3065,204.9606,139.657,147.9506,170.1369,254.2638,238.9768,132.6431,37.26599,196.8932,219.5921,231.0612,158.2042,167.5514,112.6409,212.7088,189.3252,0.5,223.7663,219.9907,150.5553,294.1309,176.5502,273.9992,198.4003,190.4173,195.4751,291.5071,59.55634,278.2406,197.3609
293.8324,206.6749,288.5547,151.9928,212.0266,219.8703,115.0332,194.3332,143.997,48.20688,270.7178,224.2134,120.7946,199.999,208.7151,157.5616,173.9666,286,255.6831,186.0162,255.0865,205.299,227.6946,209.747,257.5726,71.44016,120.8647,167.0441,239.7193,206.3138,185.8906,119.9069,145.3198,167.9963,248.1066,236.2141,134.0902,37.83215,235.5485,204.9443,231.8147,157.5339,165.1211,109.4863,194.6515,191.7375,183.8827,159.6844,219.3184,151.1804,295.4202,182.5799,273.7297,197.6603,197.0965,201.6544,291.5071,59.55634,274.2116,197.4378
